2,148365
2,212651
2,257957
2,308773
2,374896
2,384079
2,412855
2,4251
2,551223
2,741019
3,678369
4,767553
4,785921
4,888165
5,267758
5,552453
5,611841
6,428576
6,584086
7,544088
7,788987
7,86368
7,989803
7,879598
8,124496
8,183887
8,11409
8,361439
8,468582
8,635113
8,275725
9,094911
8,92838
8,77593
9,109604
9,120011
9,661848
9,718785
9,475723
9,735929
9,898787
9,846746
9,859604
9,73348
9,738991
9,699195
9,537562
9,548582
9,898787
9,630011
9,494091
9,876746
9,699195
9,859603
9,855318
9,751235
9,846746
10,02001
10,05001
9,686338
9,889604
9,859604
9,889603
9,88899
9,837563
10,02001
10,02001
9,923888
9,52593
9,705317
9,859604
9,09552
9,59695
9,617764
9,922664
9,590825
9,565724
9,896338
9,898787
9,855929
9,72246
9,677767
9,590827
10,05001
9,454298
9,443275
9,496542
9,918377
9,606133
9,914091
9,990013
9,859604
9,798379
9,695521
9,88899
9,718175
9,737154
9,8694
10,02001
9,432254
9,858379
9,898786
9,557766
9,859604
10,02001
9,538787
9,609807
9,7445
9,88899
9,859604
