0,1387098
0,1428045
0,1516729
0,1529864
0,1791574
0,1799927
0,3182778
0,2271562
0,3154217
0,3040777
0,396942
0,3517776
0,4040258
0,3254677
0,4204751
0,3971824
0,3003483
0,4354035
0,6049613
0,3943372
0,4812807
0,6253624
0,6808442
0,3777061
0,4115021
0,2525421
0,4437666
0,3316468
0,4465675
0,6172534
0,4803028
0,5750508
0,4761725
0,7026038
0,6968436
0,4154783
0,5356039
0,5140103
0,5351319
0,4626562
0,5151734
0,5501012
0,4486485
0,5971191
0,3945564
0,2832296
0,3089925
0,4900085
0,3584319
0,3242256
0,3346725
0,3912255
0,3548526
0,5713903
0,6421677
0,4378485
0,4749429
0,4081813
0,2193936
0,3292231
0,3652287
0,2730092
0,2593497
0,1654199
0,2521231
0,2057111
0,6934314
0,6764457
0,6041059
0,7261313
0,6833156
0,5233298
0,8161862
0,8200337
1,317165
1,00615
1,16565
1,129035
1,177952
1,46321
1,218591
1,648361
1,275627
1,231863
1,329122
1,433799
1,253797
1,488341
1,461492
1,380586
1,264023
1,27211
1,636654
1,130896
1,369465
1,600171
1,24475
1,274117
1,388427
1,377102
1,325155
1,604423
1,583277
1,260892
1,422291
1,110315
1,323625
1,088638
1,555919
1,305697
1,188359
1,470685
1,222454
1,18479
1,462848
1,449825
1,500381
1,23869
1,463605
1,111113
1,397042
1,368403
1,561358
1,399676
1,2555
1,234897
1,756651
1,756775
1,309512
1,572029
1,293856
1,407251
1,390338
1,178531
1,501695
1,387976
1,59618
1,531636
1,169738
1,24057
1,37823
1,205092
1,325841
1,530391
1,393391
1,529154
1,388619
1,499935
1,230887
1,245711
1,182915
1,349617
1,295105
1,253639
1,518221
1,253897
1,582274
1,385233
1,375516
1,666499
1,785011
1,840232
1,28724
1,649822
1,409212
1,653446
1,507324
1,545435
1,505218
1,62815
1,899304
1,717488
1,423125
1,244344
1,531635
1,710937
1,803612
1,704243
1,441831
1,688784
1,405717
1,321822
1,54009
1,319779
1,45414
1,724105
1,647075
1,414302
1,727199
1,96646
1,417342
1,362273
1,442968
1,620887
1,434746
1,459456
1,683015
1,747454
1,702303
1,851653
1,59492
1,548395
1,491176
1,384805
1,505948
1,320649
1,893613
1,663862
1,480191
1,267884
1,410984
1,453373
2,074835
1,820264
1,510237
1,699592
1,582799
1,44446
1,521633
1,390084
1,5829
1,293809
2,084941
1,751781
1,769924
1,713353
1,620303
1,552858
1,53098
1,965294
1,624125
1,827201
1,771235
1,520209
1,858266
1,821324
1,714646
2,054134
1,564324
1,781426
1,795176
2,096772
1,973544
1,888445
1,890111
1,695849
1,645626
1,907722
1,827956
2,015818
2,060488
1,599558
1,465268
1,628339
1,619016
1,856713
1,532948
1,904064
2,029098
1,837321
1,799701
-14,28144
1,919371
1,814173
2,060644
1,891879
1,892794
1,907606
1,890666
1,610331
1,876911
1,675109
1,849898
1,689966
2,304621
1,97863
2,138033
1,845749
2,10384
1,85989
2,071992
2,155293
2,113844
1,926433
2,000748
2,129641
1,949224
1,883061
2,209211
1,672217
2,374124
1,871295
1,473534
-15,9554
2,291432
1,833193
1,849252
1,808495
2,198198
2,182929
2,281409
1,817882
2,177863
2,015085
1,909621
1,759094
2,313117
1,822428
2,174621
1,704102
2,014438
1,678799
1,553511
1,736445
2,211963
2,210072
1,86867
2,098324
2,005782
2,159157
1,890796
1,913791
2,257245
