2,606794
3,136796
3,342396
3,417594
3,51986
3,891728
4,272927
4,330264
4,25053
4,638534
4,473332
4,6344
4,948135
4,900797
4,916666
5,045868
5,362797
5,281866
5,267464
5,375066
5,791996
6,192529
6,234929
6,479731
6,453197
6,409597
6,811594
6,780795
7,035731
7,197728
7,324665
7,251331
7,428399
7,2176
7,461596
7,389465
7,569733
7,474137
7,683071
8,007871
7,964272
8,150537
8,325203
8,407333
8,249066
8,560135
8,517203
8,829337
8,687467
8,788677
8,761074
8,6792
8,795872
8,620006
9,051067
9,018266
9,25841
9,293476
9,332273
9,460669
9,27814
9,474809
9,699076
9,940672
10,00413
9,924001
9,910931
10,0044
10,15386
10,0992
10,03974
10,14106
10,2744
10,22934
10,19161
10,31481
10,36267
10,388
10,48414
10,36493
10,53252
10,41132
10,47241
10,54719
10,38667
10,4932
10,48466
10,66413
10,68732
10,71733
10,56506
10,74319
10,74533
10,76813
10,79639
10,83946
10,79573
10,84811
10,84292
10,78211
10,6104
10,70678
10,74665
10,77386
10,78358
10,75639
10,78785
10,52958
10,6
10,76758
10,74399
10,79211
10,81093
10,80305
10,76399
10,79985
10,76145
10,80425
10,88318
10,67599
10,77625
10,73838
10,75065
10,75091
10,5724
10,73998
10,72533
10,76372
10,63107
10,766
10,77011
10,50653
10,73613
10,81744
10,71411
10,67691
10,84745
10,66504
10,6052
10,84398
10,78944
10,67144
10,68387
10,33398
10,51091
10,21107
10,2396
10,40587
10,60385
10,35733
10,46291
10,17412
10,5452
10,39826
10,26078
10,50638
10,56145
10,45773
10,16918
10,0412
10,32558
10,18013
9,931601
10,37252
10,13227
10,55265
10,2716
10,37666
10,2696
10,17825
10,38665
10,43746
10,49731
10,36825
10,35758
10,45665
10,23385
10,37451
10,38078
10,32427
10,10905
10,322
10,15785
10,35425
10,42518
10,40666
10,16052
10,21438
10,32718
10,47838
10,22093
10,51345
10,2104
10,3136
10,22053
10,14598
10,04106
10,33985
10,4128
10,16038
10,30173
10,19666
10,33932
10,0652
10,43025
10,27892
10,34012
10,22226
10,02666
10,48798
10,20599
10,45239
10,41373
10,30719
10,39732
10,04279
10,19573
10,11065
10,32906
10,27852
10,16813
9,995057
10,15545
10,47785
9,996658
10,20266
10,07453
10,07639
10,37933
10,45306
9,984526
10,03026
10,07919
10,19225
10,22132
10,31172
10,04292
10,20052
9,963586
10,27679
10,24039
10,23159
10,20865
10,3096
10,23025
10,18692
10,35291
10,12612
9,993986
9,955719
10,04959
10,29945
9,995986
10,21907
10,38945
9,901194
10,25319
10,35786
9,879055
9,833721
9,873857
10,21346
10,28226
10,33839
9,925058
10,42838
10,30466
10,22292
10,34119
10,27892
10,37453
10,42253
10,39745
10,26506
10,21893
10,10345
10,43373
10,09039
10,56786
10,4796
10,47559
10,33999
10,70839
10,47173
10,48386
10,30933
10,52427
10,35719
10,50467
10,53653
10,55666
10,54147
10,46387
10,3012
10,57413
10,55227
10,53467
10,48186
10,5548
10,53907
10,62081
10,62027
10,51466
10,59107
10,28814
10,62788
10,49881
10,74961
10,62601
10,71961
10,65734
10,55522
10,50255
10,61215
10,69935
10,67975
10,44842
10,62802
10,62362
10,55175
10,77788
10,69587
10,56548
10,34188
10,61174
10,58241
9,773215
9,098009
7,779074
6,670405
4,62853
4,274797
4,261196
4,277596
4,198529
4,577062
4,451197
4,401062
4,188263
4,586661
4,591863
4,233062
4,385463
4,411196
4,371062
4,075195
4,643195
4,397061
4,909596
5,922398
6,972673
8,315207
9,16748
9,494679
10,0576
9,873875
10,36855
10,36002
10,14545
10,31121
10,18627
10,49735
10,36882
10,47668
10,53039
10,33215
10,30295
10,32375
10,44215
10,58762
10,48625
10,42561
10,38746
10,55855
10,64614
10,43828
10,35548
10,41002
10,35094
10,47547
10,54028
10,66466
10,45268
10,52548
10,24922
10,44306
10,55695
10,45042
10,48162
10,28415
10,65588
10,70135
10,60268
10,53962
10,42695
10,57319
10,61028
10,35602
10,60812
10,48708
10,32095
10,33948
10,40267
10,66828
10,47148
10,27212
10,54452
10,49479
