3,714255
3,764123
4,169322
4,303188
4,228656
4,336388
4,612391
4,673323
5,23586
5,264921
5,527719
5,429186
5,587718
6,097589
6,176656
6,184791
6,225595
6,345061
6,437866
7,014529
7,213599
7,819065
8,294941
8,367476
8,349333
8,630799
8,615332
8,681477
8,743066
8,920935
9,281327
9,469459
9,672813
9,38959
9,498678
9,497061
9,846279
10,23532
11,01722
10,96453
11,17735
11,29653
11,18936
11,19546
11,24949
11,04133
11,21336
11,12106
11,21455
11,23226
11,13242
11,232
11,02309
9,585723
9,01025
8,131869
5,91226
5,457192
