1,219511
1,255789
1,293322
1,451092
1,614064
1,686187
1,693996
1,646979
1,536261
1,702693
1,737148
1,888204
1,610014
1,810181
1,822124
1,859468
1,836255
1,771024
2,028785
2,046988
1,751564
1,699998
1,534154
1,675786
1,756159
1,77128
1,687234
1,772898
1,90648
1,883166
2,012976
2,021334
2,181351
1,792146
1,933368
1,826555
1,994582
1,906171
2,089748
2,122287
2,05274
1,963669
2,116634
2,012301
1,979828
2,052441
2,186819
1,934891
2,166908
2,192028
2,211035
2,253692
2,284886
2,210538
2,118718
2,334807
2,100088
2,11719
2,422959
2,197284
2,456346
2,477516
2,357054
2,487
2,450124
2,299323
2,301506
2,244599
2,300835
2,353588
2,15795
2,294828
2,555796
3,093349
3,091695
3,352455
3,515754
3,335133
3,373203
3,192488
3,16035
3,152723
3,387261
3,039097
3,221342
3,143033
3,028947
3,292401
3,235389
3,146415
3,066561
3,304651
3,101767
3,068279
3,176813
3,042131
3,186718
3,127108
3,541754
3,207782
3,137936
3,180981
3,334276
3,565752
3,346207
3,180319
3,607412
3,607611
3,613196
4,295915
4,530977
4,877087
5,00795
4,963222
5,36181
4,542571
4,565458
4,858132
4,910991
5,233135
5,481807
5,167358
5,166193
5,381516
5,583447
4,808187
4,939943
5,074259
5,780994
5,223467
5,28308
5,06732
